left,right,cosine
82,217,3.9902597644270523
84,239,3.9902566677572846
5,203,3.990238035529301
11,212,3.9902371723404864
201,235,3.9902092523026123
110,187,3.990209042005841
40,69,3.990182959711032
103,120,3.990177061977451
151,201,3.990172187012761
63,176,3.990168799330884
43,206,3.990165786068082
0,81,3.9901587640584495
57,63,3.990150484111212
20,206,3.990113251124987
82,225,3.990071247286492
3,46,3.990032216979616
8,77,3.990022977555168
176,209,3.9900143060348743
214,217,3.990014047901048
9,189,3.9900086940125417
57,233,3.9900074567788444
71,80,3.9899943875498853
105,148,3.9899710087524687
47,48,3.989962298924608
110,113,3.9899588376520456
102,148,3.989956369931023
43,239,3.9898945662646614
3,4,3.989854534255387
143,203,3.9898506873309616
8,80,3.98981523118683
212,244,3.9898041639185813
152,163,3.989770324372376
30,65,3.9897610732243907
139,204,3.989744647868121
4,84,3.9897172540960795
9,212,3.98969913908022
39,82,3.9896128056941844
79,84,3.989606808913598
24,51,3.989565266180138
4,141,3.9895573220371414
91,113,3.9895358857136642
88,118,3.989484957024451
46,111,3.9894650457307343
113,173,3.989462931875722
0,57,3.989445932082867
94,135,3.9894232541724737
26,47,3.9894176462776283
71,174,3.9894040158513766
56,63,3.9894021568417615
14,102,3.9893753703748915
71,212,3.9893024484423973
38,215,3.9892971950759315
84,130,3.9892769401738217
4,20,3.989270982774343
5,33,3.989246835909891
48,63,3.9892344029002773
72,202,3.989234164099163
40,131,3.989204311652912
6,79,3.9891913960765013
113,133,3.9891904858352527
37,157,3.9891824465632073
6,165,3.9891789326457667
11,214,3.989176208096676
11,77,3.989174588211423
155,156,3.9891536086093184
30,63,3.989085174732298
70,79,3.9890750011020346
79,206,3.9890238957032924
111,203,3.989019260850541
156,230,3.9890115720313077
189,212,3.9890023966552555
189,244,3.98898140181352
19,84,3.988981159176559
95,240,3.9889712724911446
3,5,3.988968959213736
209,240,3.988961312854795
175,247,3.9889462048477693
33,121,3.9889019347170884
72,133,3.988900329358615
30,115,3.9888878449025533
8,82,3.988875299525554
156,201,3.98886111083298
81,233,3.9888467129623244
41,94,3.988838636599509
102,112,3.9888327187150487
10,141,3.9888293651778226
57,103,3.988807674261519
70,204,3.9887797149980475
120,202,3.9887229690650488
203,204,3.9886989783054996
70,128,3.9886649056973935
30,104,3.988663602991948
47,81,3.9886509662272767
120,176,3.9886274544950586
70,165,3.9885848150345025
49,86,3.9885834011720647
33,46,3.988561831073288
66,148,3.988558024725662
128,165,3.988557528972983
47,176,3.988523474733011
88,165,3.988480440831238
46,239,3.988472349275698
48,233,3.98847148234138
43,88,3.988459798894793
74,158,3.9884530125140603
189,217,3.988435789404294
10,39,3.9884192505538634
8,212,3.9883974571332885
62,165,3.9883830290262026
70,74,3.9883226326649304
65,207,3.988310980201856
10,206,3.9883100080761285
81,103,3.9882773770569133
94,106,3.988266427843981
65,110,3.9882347913094387
32,40,3.9882118172878616
11,82,3.9881985611469073
101,222,3.988188275679754
52,91,3.9881696220752465
71,130,3.9881296185041704
43,70,3.988102320586501
218,244,3.9881003655909826
9,11,3.9880780401270233
149,160,3.9880613973908723
14,17,3.988055307249179
48,120,3.988052667789133
225,229,3.988021366592905
24,46,3.9879994930111584
17,149,3.9879894869467694
43,139,3.9879721099095304
112,175,3.987960073291866
48,209,3.98795468806427
41,212,3.9879443565959725
103,154,3.987942137010467
7,212,3.987940813592288
113,168,3.987915509070395
52,104,3.98787447288845
121,217,3.9878657426247486
86,87,3.987846932815025
79,139,3.987840263294599
174,217,3.987788640573558
3,143,3.987769135610974
189,229,3.987739679179451
83,201,3.987719358150277
133,173,3.987686279489142
95,154,3.987684679526608
26,30,3.987622133084619
101,235,3.9876176898029705
17,66,3.9876032167893465
3,118,3.987580579053042
26,233,3.9875374949677953
154,209,3.987525420649814
14,151,3.987445275389014
111,167,3.9874388280338824
41,189,3.987431489767598
83,102,3.9873972424585213
11,80,3.987396255821528
6,43,3.987394421634222
149,209,3.9873883948177893
52,87,3.987375688059219
9,170,3.9873674824970284
82,170,3.987341986447602
115,233,3.987339979643983
81,120,3.9872787817538464
8,9,3.9872742851090455
0,48,3.987267657532935
33,143,3.9872420369472876
170,244,3.9872369232546303
14,222,3.9872247113603994
62,158,3.9871400017906846
202,233,3.987136509686249
83,155,3.9871219372046625
40,97,3.987117240887762
165,238,3.987094179657012
7,94,3.9870279334169045
20,239,3.987002501137805
105,116,3.986981333783665
170,189,3.986963721510917
47,50,3.986928180843604
57,120,3.9869254989177234
64,67,3.986883314007043
4,143,3.9868447386186543
9,225,3.986818249894302
17,155,3.986816120860167
103,176,3.986805050660823
14,83,3.986794435674368
0,26,3.9867693818518015
160,230,3.9867573222711075
47,57,3.9867476598907032
30,50,3.9867333773119573
123,203,3.9867240163667805
103,149,3.986686726055108
0,240,3.9866553313577944
51,130,3.986650466792879
82,121,3.9866493743698355
187,207,3.9866437929554293
39,130,3.986616165484569
118,167,3.986610580116363
4,33,3.9865140719061127
91,133,3.9864858296458587
43,84,3.986480740445714
47,104,3.9864754491628496
14,66,3.9864745134156907
71,189,3.986473897117931
105,112,3.986456394092337
212,229,3.9864458124800413
148,235,3.9864392665096053
8,174,3.9864101554581692
50,168,3.9864086345545937
80,217,3.986395607138191
72,115,3.986352927489471
8,39,3.986293327355517
24,143,3.9862817203804797
8,121,3.9862272813094606
91,187,3.986214664470548
50,57,3.986179726556627
10,24,3.9861646026638846
47,65,3.9861464181102617
26,50,3.986099573921711
70,88,3.9860906607680056
112,247,3.9860892909552
37,49,3.9860716375141343
51,79,3.9860560867932424
66,112,3.9860281360569982
74,123,3.9859586745757882
47,56,3.985937729410214
87,157,3.9859366867419617
33,118,3.9859326526486702
111,139,3.9859233759684223
24,206,3.9858977238139017
5,88,3.9858544852353965
50,115,3.985832437212344
72,176,3.9858151280655103
27,97,3.985748792429934
41,225,3.985739257951037
36,189,3.985735630438729
115,120,3.985716344693643
7,189,3.985704874962927
3,39,3.9856751538328377
101,103,3.9855778426047506
170,229,3.9855660625754274
94,244,3.9855590097158773
86,187,3.9855091477549935
11,121,3.9854543316496027
79,123,3.9854492839981104
52,65,3.9854479660444584
62,123,3.985422635026424
80,212,3.9854201096957027
223,229,3.9854100401908483
95,149,3.9854002065249965
30,52,3.985333165060614
51,111,3.9853185712422032
20,70,3.9853162189915503
130,141,3.9853090218716214
70,111,3.9852997432271287
11,174,3.985299589492599
148,151,3.9852766843896337
4,88,3.9852746815712967
77,212,3.98526578547305
50,81,3.9852593671290504
20,143,3.985246832467359
94,229,3.985231120810993
59,105,3.9852127569458973
1,3,3.9851749584642753
17,160,3.9851646850624887
26,209,3.9851558908268645
24,118,3.985136276917089
133,233,3.9850547571784056
148,222,3.985034170384356
88,128,3.9849810745784024
160,201,3.9849304549205433
83,151,3.98489843784282
41,223,3.9848874967363788
0,154,3.9848709105354927
47,199,3.9848569300121985
101,151,3.984848330088276
48,95,3.9848434384239315
11,39,3.9848241674204354
71,225,3.9847986646272187
121,225,3.984786937946942
24,84,3.9847818127022996
6,118,3.9847417164931125
130,217,3.984647130770579
43,51,3.9846311043532703
95,176,3.984552209066143
44,147,3.98454927162196
20,111,3.984496714821973
151,230,3.984492155393845
209,233,3.984458965603565
5,19,3.984451869857942
135,189,3.9844412702280874
14,101,3.9844337655633484
88,143,3.984429974163593
6,239,3.9843870988442527
199,233,3.9843836057407844
173,187,3.9843651245454907
1,33,3.9843403999183034
5,6,3.9843316923385794
0,115,3.9842851893928115
20,123,3.984283942389573
128,238,3.9842720141524293
72,110,3.9842276749102505
24,111,3.984217083966918
140,153,3.9842054626226178
102,230,3.984202603189148
14,156,3.9841921394524045
2,62,3.9841645071498917
206,239,3.984154155760854
214,225,3.984150916035168
27,32,3.984148325710083
47,110,3.9841417642868056
113,207,3.9841300044768824
5,167,3.984118300046391
51,214,3.984114026810531
51,174,3.984102356090524
201,230,3.984096190250075
69,131,3.9840751359984425
141,203,3.9840490656613903
72,168,3.9839696267752034
87,104,3.9839267789237116
67,86,3.98389044066154
101,102,3.983887488555907
149,156,3.9838053009152823
5,24,3.9837778808428927
111,206,3.983755689846012
4,239,3.9837523330472875
87,110,3.983718462954722
148,155,3.9837087002570355
69,97,3.9836289056265075
26,120,3.983621470097515
120,233,3.98359327169159
59,116,3.9835932695781935
88,111,3.9835589726164713
4,203,3.9835556518423343
30,187,3.9835429494644297
77,189,3.9835406244662255
9,94,3.9835405888241624
112,151,3.9835330095302943
63,72,3.9834721931295918
66,247,3.9834618107646897
1,70,3.983454772119892
225,244,3.983441769086383
160,222,3.9834403921617287
17,201,3.983422272428344
156,160,3.983403132803693
116,175,3.983358720062542
80,225,3.983341494847988
11,135,3.9833171207097844
101,201,3.9832918102912074
81,95,3.983216432031359
11,244,3.9832145100302574
51,121,3.983208500924117
26,103,3.9832017007459126
66,83,3.983162145346342
17,240,3.983157535403892
79,167,3.9831436733294137
135,170,3.9831349714444
71,121,3.983068778352977
104,110,3.9830558312298003
74,165,3.983038718593761
77,80,3.983024775086447
203,206,3.9830174018504674
33,39,3.98297274041263
33,111,3.982968124182209
11,229,3.982964260761639
123,238,3.982910265472185
204,238,3.9828966544276123
63,113,3.9828829001456687
115,209,3.982881802869015
168,233,3.9828409627319274
36,146,3.982836199331317
120,240,3.9827777493633443
20,84,3.9827557070271404
91,110,3.982742541514362
67,157,3.982688910333555
116,150,3.9826760277271314
63,173,3.982673898668698
30,81,3.982667665352082
4,10,3.98266331763866
41,241,3.9826565284631092
50,133,3.982646126593811
0,56,3.9826279674546305
9,217,3.9826242953230193
71,77,3.9826021343314473
19,51,3.9825934583788376
62,226,3.982570444941701
101,209,3.982549873446926
112,156,3.982533369565717
37,187,3.982489224714979
20,141,3.982473270648874
41,170,3.9824418723096073
72,81,3.982410617666075
165,203,3.982367647458816
70,239,3.9823656548002946
135,225,3.9823335017163233
30,87,3.982292009571835
57,95,3.982289675202118
48,103,3.982203676686977
80,214,3.982199359099549
6,46,3.982198928983564
155,230,3.982197129515616
113,115,3.9821781792209885
79,204,3.9821666863141347
103,160,3.9821624246362033
24,43,3.982147941100315
5,10,3.982141251664616
120,154,3.9821254328366376
174,225,3.9820632458919007
39,170,3.982044444369652
17,154,3.9820084078295155
101,155,3.9819913266521896
217,229,3.981916849553731
46,88,3.9819146686009335
30,173,3.981906663436476
123,139,3.98184237056741
43,204,3.9818035889431416
70,118,3.98179688290065
30,202,3.98171603407553
74,139,3.981714607090417
8,244,3.981706425257828
120,133,3.9816947664064504
1,167,3.981679401311548
24,121,3.9816500381166593
47,207,3.9816458135592696
118,139,3.981617328327499
1,123,3.981588227997444
112,235,3.981584184151602
160,209,3.98158331517212
4,111,3.981581032396063
124,215,3.9815652268210404
56,72,3.9815394790606855
80,174,3.981536881880582
0,149,3.9815161421826977
74,226,3.9814854859955084
84,174,3.981462237399817
130,206,3.981452989316729
56,120,3.9814217671849628
77,217,3.981420905124035
8,229,3.981378171558459
170,212,3.981375198973451
1,19,3.9813496842731713
2,158,3.9813458388018543
14,230,3.981301774103849
26,72,3.9812910477309265
165,204,3.9812790422952653
189,214,3.9812437545939767
84,214,3.9812221579102216
30,91,3.981197905226524
19,33,3.9811911779437374
72,199,3.981189259155033
8,135,3.981178368048834
88,238,3.9811656014714307
10,46,3.981145973861362
123,239,3.9811350973250343
71,94,3.9811237183427695
30,176,3.981107065974006
8,130,3.9810944177112675
47,233,3.981040332772713
204,239,3.9809838988507895
4,6,3.9808752578343922
158,165,3.980872510494188
88,141,3.98080518579543
230,248,3.980778390949764
11,41,3.9807753231546363
41,106,3.9807610020581246
20,51,3.980703949351337
82,189,3.980671521050792
155,160,3.980661045492812
11,130,3.980653758001216
50,176,3.9806338062701294
33,43,3.980632511505335
168,173,3.980627858768372
72,113,3.980612367095451
212,217,3.98059337540222
43,123,3.9805833580440346
56,209,3.980561632893837
141,174,3.9805471625077127
128,239,3.9805001324577045
148,247,3.980480010393194
130,167,3.9804657687699185
108,129,3.980461362391196
62,70,3.9804062937443683
24,174,3.98040042818178
158,238,3.9803728026634384
3,43,3.9803467890409965
6,139,3.9803295196850375
103,115,3.9802980608405303
3,79,3.980282275897511
39,189,3.980256026515872
0,202,3.980253842281191
72,233,3.9802468937157403
47,173,3.9802136315586227
84,88,3.9802039159471354
1,139,3.9801957574188593
7,223,3.980173968565536
52,86,3.9801090568198343
41,217,3.9800945991031966
77,135,3.980076052225694
148,156,3.979966035160699
3,111,3.9799549185045366
173,202,3.979922954549634
91,168,3.9799066583222382
30,110,3.9798622811183746
154,156,3.9798559009926904
56,233,3.979849605231413
10,143,3.9798447522697518
154,222,3.9798408127419513
52,173,3.9798333787594773
9,77,3.9798259291446687
88,206,3.97979485210478
130,153,3.979791534647778
63,120,3.9797899273971966
151,160,3.9797764124659025
222,240,3.979759812431726
83,103,3.9797533586307257
74,128,3.9797428188564083
30,56,3.9797352630919036
56,95,3.9797286308891096
157,187,3.9796739926681957
82,214,3.979630017685082
94,241,3.979622341540246
30,72,3.9795762143284925
57,72,3.9795737047983923
6,128,3.9795647552486493
30,57,3.979564643199596
11,36,3.9794523533326074
51,239,3.979399778093682
41,218,3.979397010672347
110,133,3.9793842400107176
8,10,3.979375135942319
33,79,3.979374942171041
118,204,3.9793338455710945
112,155,3.9792978050202024
160,235,3.9792963604005824
36,218,3.9792864842139766
156,240,3.9792374434104065
10,19,3.979226852803621
10,217,3.979222947169286
115,173,3.979211995927347
84,203,3.9791777557404395
212,225,3.9791726510896313
121,170,3.979155473661611
20,139,3.979062389773352
6,111,3.979056951338011
95,101,3.9790499523684275
33,167,3.979038751158221
203,238,3.9790307090041903
202,209,3.9790195637685635
3,167,3.979005032111262
26,113,3.9789845294829607
41,80,3.978981199805374
112,222,3.9789704288674965
8,41,3.978963344513881
113,202,3.978963292143019
154,248,3.978943756038619
158,226,3.9789246810818977
66,101,3.978924249455397
82,174,3.978907020411054
38,146,3.9788940781508333
14,160,3.9788925001651565
52,207,3.9788872020915376
0,63,3.978883934155262
74,238,3.9788406150033557
39,71,3.9788362948313143
102,247,3.9787905642645662
51,167,3.978778160481266
19,141,3.9787720914277926
53,152,3.978694223186847
207,216,3.978613803412946
128,204,3.9786036214045026
24,130,3.978599937609595
135,223,3.9785937354099974
59,175,3.9785595495037116
7,170,3.9785569590274195
71,170,3.978550421964403
70,238,3.9785136297237957
102,160,3.978483812487794
7,146,3.97845769614205
10,118,3.9784467172147457
135,217,3.978432426071248
5,70,3.9783022868016262
27,131,3.9782637006333
47,187,3.9782346822111583
17,112,3.9782230263400415
