   ,left,right,mean              ,std_dev            ,interval_min      ,interval_max
112,141 ,147  ,2.0               ,0.816496580927726  ,1.282194025535607 ,2.717805974464393
113,91  ,49   ,2.0               ,0.816496580927726  ,1.282194025535607 ,2.717805974464393
114,123 ,65   ,2.6666666666666665,0.4714045207910317 ,2.2522411940837275,3.0810921392496056
115,79  ,34   ,1.3333333333333333,0.4714045207910317 ,0.9189078607503944,1.747758805916272
116,216 ,71   ,2.0               ,0.816496580927726  ,1.282194025535607 ,2.717805974464393
117,30  ,68   ,1.3333333333333333,0.4714045207910317 ,0.9189078607503944,1.747758805916272
118,41  ,114  ,1.3333333333333333,0.4714045207910317 ,0.9189078607503944,1.747758805916272
119,91  ,93   ,1.6666666666666667,0.4714045207910317 ,1.252241194083728 ,2.0810921392496056
120,62  ,36   ,1.0               ,0.0                ,1.0               ,1.0
121,85  ,215  ,1.0               ,0.0                ,1.0               ,1.0
122,64  ,178  ,1.6666666666666667,0.9428090415820634 ,0.837815721500789 ,2.4955176118325446
123,223 ,112  ,1.6666666666666667,0.9428090415820634 ,0.837815721500789 ,2.4955176118325446
124,43  ,90   ,1.6666666666666667,0.9428090415820634 ,0.837815721500789 ,2.4955176118325446
125,15  ,157  ,2.0               ,0.816496580927726  ,1.282194025535607 ,2.717805974464393
126,42  ,202  ,1.6666666666666667,0.9428090415820634 ,0.837815721500789 ,2.4955176118325446
127,7   ,240  ,1.3333333333333333,0.4714045207910317 ,0.9189078607503944,1.747758805916272
128,42  ,128  ,1.6666666666666667,0.9428090415820634 ,0.837815721500789 ,2.4955176118325446
129,88  ,118  ,1.0               ,0.0                ,1.0               ,1.0
130,185 ,11   ,1.6666666666666667,0.9428090415820634 ,0.837815721500789 ,2.4955176118325446
131,199 ,150  ,1.6666666666666667,0.9428090415820634 ,0.837815721500789 ,2.4955176118325446
132,9   ,135  ,1.3333333333333333,0.4714045207910317 ,0.9189078607503944,1.747758805916272
133,44  ,85   ,1.3333333333333333,0.4714045207910317 ,0.9189078607503944,1.747758805916272
134,98  ,2    ,1.0               ,0.0                ,1.0               ,1.0
135,66  ,178  ,1.0               ,0.0                ,1.0               ,1.0
136,159 ,34   ,1.0               ,0.0                ,1.0               ,1.0
137,134 ,83   ,2.3333333333333335,0.4714045207910317 ,1.9189078607503947,2.7477588059162725
138,115 ,48   ,1.3333333333333333,0.4714045207910317 ,0.9189078607503944,1.747758805916272
139,111 ,97   ,1.0               ,0.0                ,1.0               ,1.0
140,12  ,60   ,1.0               ,0.0                ,1.0               ,1.0
141,193 ,241  ,1.6666666666666667,0.9428090415820634 ,0.837815721500789 ,2.4955176118325446
142,91  ,28   ,1.6666666666666667,0.9428090415820634 ,0.837815721500789 ,2.4955176118325446
143,4   ,101  ,1.3333333333333333,0.4714045207910317 ,0.9189078607503944,1.747758805916272
144,114 ,176  ,1.3333333333333333,0.4714045207910317 ,0.9189078607503944,1.747758805916272
145,117 ,207  ,1.3333333333333333,0.4714045207910317 ,0.9189078607503944,1.747758805916272
146,27  ,77   ,1.0               ,0.0                ,1.0               ,1.0
147,43  ,57   ,1.0               ,0.0                ,1.0               ,1.0
148,18  ,83   ,1.3333333333333333,0.4714045207910317 ,0.9189078607503944,1.747758805916272
149,209 ,86   ,1.0               ,0.0                ,1.0               ,1.0
150,9   ,72   ,1.3333333333333333,0.4714045207910317 ,0.9189078607503944,1.747758805916272
151,102 ,93   ,1.6666666666666667,0.9428090415820634 ,0.837815721500789 ,2.4955176118325446
152,159 ,129  ,2.5               ,1.5                ,1.1813062211807392,3.8186937788192608
153,64  ,172  ,2.0               ,1.0                ,1.1208708141204928,2.879129185879507
154,214 ,86   ,1.5               ,0.5                ,1.0604354070602464,1.9395645929397536
155,156 ,10   ,1.0               ,0.0                ,1.0               ,1.0
156,148 ,75   ,3.0               ,0.0                ,3.0               ,3.0
157,26  ,99   ,1.5               ,0.5                ,1.0604354070602464,1.9395645929397536
158,90  ,87   ,1.0               ,0.0                ,1.0               ,1.0
159,79  ,241  ,1.0               ,0.0                ,1.0               ,1.0
160,5   ,48   ,1.5               ,0.5                ,1.0604354070602464,1.9395645929397536
161,193 ,215  ,2.0               ,1.0                ,1.1208708141204928,2.879129185879507
162,72  ,111  ,2.0               ,1.0                ,1.1208708141204928,2.879129185879507
163,41  ,240  ,1.0               ,0.0                ,1.0               ,1.0
164,73  ,61   ,1.0               ,0.0                ,1.0               ,1.0
165,65  ,45   ,1.0               ,0.0                ,1.0               ,1.0
166,110 ,53   ,1.0               ,0.0                ,1.0               ,1.0
167,53  ,11   ,1.0               ,0.0                ,1.0               ,1.0
168,65  ,85   ,1.0               ,0.0                ,1.0               ,1.0
169,81  ,137  ,1.0               ,0.0                ,1.0               ,1.0
170,59  ,239  ,1.0               ,0.0                ,1.0               ,1.0
171,16  ,143  ,1.0               ,0.0                ,1.0               ,1.0
172,154 ,122  ,1.0               ,0.0                ,1.0               ,1.0
173,55  ,150  ,1.0               ,0.0                ,1.0               ,1.0
174,102 ,12   ,2.0               ,0.0                ,2.0               ,2.0
175,63  ,143  ,1.0               ,0.0                ,1.0               ,1.0
176,69  ,214  ,2.0               ,0.0                ,2.0               ,2.0
177,31  ,129  ,2.0               ,0.0                ,2.0               ,2.0
178,51  ,38   ,1.0               ,0.0                ,1.0               ,1.0
179,18  ,38   ,1.0               ,0.0                ,1.0               ,1.0
180,43  ,87   ,2.0               ,0.0                ,2.0               ,2.0
181,21  ,241  ,1.0               ,0.0                ,1.0               ,1.0
182,126 ,130  ,1.0               ,0.0                ,1.0               ,1.0
183,113 ,74   ,3.0               ,0.0                ,3.0               ,3.0
184,216 ,130  ,2.0               ,0.0                ,2.0               ,2.0
185,43  ,226  ,3.0               ,0.0                ,3.0               ,3.0
186,150 ,45   ,1.0               ,0.0                ,1.0               ,1.0
187,214 ,241  ,1.0               ,0.0                ,1.0               ,1.0
188,15  ,241  ,1.0               ,0.0                ,1.0               ,1.0
189,223 ,79   ,1.0               ,0.0                ,1.0               ,1.0
190,60  ,172  ,1.0               ,0.0                ,1.0               ,1.0
191,177 ,104  ,4.0               ,0.0                ,4.0               ,4.0
192,28  ,215  ,2.0               ,0.0                ,2.0               ,2.0
193,59  ,101  ,3.0               ,0.0                ,3.0               ,3.0
194,151 ,88   ,2.0               ,0.0                ,2.0               ,2.0
195,140 ,214  ,2.0               ,0.0                ,2.0               ,2.0
196,137 ,215  ,1.0               ,0.0                ,1.0               ,1.0
197,27  ,178  ,1.0               ,0.0                ,1.0               ,1.0
198,119 ,65   ,1.0               ,0.0                ,1.0               ,1.0
199,118 ,7    ,1.0               ,0.0                ,1.0               ,1.0
200,151 ,216  ,1.0               ,0.0                ,1.0               ,1.0
201,84  ,76   ,1.0               ,0.0                ,1.0               ,1.0
202,1   ,59   ,1.0               ,0.0                ,1.0               ,1.0
203,74  ,34   ,1.0               ,0.0                ,1.0               ,1.0
204,127 ,147  ,1.0               ,0.0                ,1.0               ,1.0
205,21  ,18   ,1.0               ,0.0                ,1.0               ,1.0
206,47  ,24   ,1.0               ,0.0                ,1.0               ,1.0
207,141 ,17   ,1.0               ,0.0                ,1.0               ,1.0
208,87  ,99   ,1.0               ,0.0                ,1.0               ,1.0
209,37  ,144  ,1.0               ,0.0                ,1.0               ,1.0
210,21  ,56   ,3.0               ,0.0                ,3.0               ,3.0
211,105 ,92   ,1.0               ,0.0                ,1.0               ,1.0
212,72  ,2    ,1.0               ,0.0                ,1.0               ,1.0
213,114 ,83   ,1.0               ,0.0                ,1.0               ,1.0
214,89  ,102  ,2.0               ,0.0                ,2.0               ,2.0
215,212 ,45   ,1.0               ,0.0                ,1.0               ,1.0
216,151 ,248  ,1.0               ,0.0                ,1.0               ,1.0
217,36  ,157  ,1.0               ,0.0                ,1.0               ,1.0
218,153 ,37   ,1.0               ,0.0                ,1.0               ,1.0
219,16  ,61   ,1.0               ,0.0                ,1.0               ,1.0
220,50  ,86   ,1.0               ,0.0                ,1.0               ,1.0
221,15  ,37   ,1.0               ,0.0                ,1.0               ,1.0
222,226 ,36   ,4.0               ,0.0                ,4.0               ,4.0
223,93  ,34   ,1.0               ,0.0                ,1.0               ,1.0
224,98  ,209  ,2.0               ,0.0                ,2.0               ,2.0
225,177 ,49   ,1.0               ,0.0                ,1.0               ,1.0
226,174 ,79   ,1.0               ,0.0                ,1.0               ,1.0
227,99  ,239  ,4.0               ,0.0                ,4.0               ,4.0
228,148 ,94   ,2.0               ,0.0                ,2.0               ,2.0
229,7   ,176  ,1.0               ,0.0                ,1.0               ,1.0
230,52  ,248  ,3.0               ,0.0                ,3.0               ,3.0
231,41  ,79   ,1.0               ,0.0                ,1.0               ,1.0
232,154 ,238  ,1.0               ,0.0                ,1.0               ,1.0
233,47  ,126  ,1.0               ,0.0                ,1.0               ,1.0
234,87  ,8    ,1.0               ,0.0                ,1.0               ,1.0
235,134 ,104  ,1.0               ,0.0                ,1.0               ,1.0
