left,right,cosine
36,177,0.9992714368323677
11,21,0.9992439184902147
47,177,0.9992288326556945
29,103,0.9992230426168677
31,48,0.9991172025687035
40,139,0.9991167181996825
34,103,0.9990400780407482
14,217,0.9988927497918356
42,86,0.9988528196651724
29,34,0.9987865026339577
120,121,0.9987011631360708
79,86,0.9986305783356292
40,43,0.9985829483233469
97,137,0.9985691082601571
87,157,0.9983879138212473
36,226,0.9983524493424106
47,226,0.99823863727861
226,244,0.9981423312192881
39,139,0.9981214660073339
23,62,0.9980031476085882
27,62,0.9978387520544912
39,43,0.9978276875196538
131,132,0.9977929857046673
38,247,0.9977772497971298
109,121,0.9974978705375467
44,45,0.9972573343229444
19,61,0.9971085812228745
230,241,0.9968433212960512
30,134,0.9967397271792001
142,148,0.996723324016587
177,244,0.9966978832828428
67,76,0.9966168876470373
27,86,0.9966133671027488
45,76,0.9965454562603275
23,86,0.9963987371128142
94,106,0.9962897711064985
13,82,0.9961671984920867
17,44,0.9961461607988802
55,70,0.9961134172409044
7,233,0.996088762764365
12,13,0.9958202699237242
9,10,0.995800419952713
53,244,0.9957954097484338
106,212,0.9957836193367882
67,247,0.9956759931959916
30,83,0.9955391989915808
35,101,0.9954396376168291
51,117,0.9953695988456204
29,83,0.9953546353012306
30,66,0.995344552255341
29,66,0.9952474703162235
26,82,0.9951055825168453
12,26,0.9950316646729713
13,38,0.9949829470486844
39,40,0.9949250308123552
83,134,0.9948890612732146
14,66,0.9947975008729122
10,80,0.9947045543627077
107,206,0.9946625108037411
26,134,0.9946569309440018
12,83,0.9945065541479366
10,16,0.9944270512303865
97,173,0.9942663047120609
78,114,0.9942383480313948
82,83,0.9940933035821983
79,85,0.9940424011162383
24,157,0.9940168245313986
119,157,0.9940164198811338
111,157,0.9940162901103176
76,247,0.9939512587768738
34,67,0.9939470099994383
11,20,0.9938989186312542
42,85,0.9938522262597901
34,102,0.99366693311907
126,238,0.9936199336308602
7,68,0.9935810231125984
8,20,0.9934762110511933
66,134,0.9933452550807199
28,37,0.9932391966472285
45,96,0.9931418734452236
66,103,0.9930509040519551
36,244,0.9930455616168541
38,82,0.9929662402431877
146,167,0.9929426591279045
13,26,0.9927851510919575
47,244,0.992771417344234
158,238,0.9927056895028835
12,38,0.9927001274442325
137,173,0.9926657071120937
12,134,0.9926247511385765
109,120,0.9926002537795295
11,80,0.9925721980860734
119,186,0.9925218672051908
22,24,0.9925216804443668
22,111,0.9925212212296374
22,119,0.9925210594579338
24,186,0.9925201018098607
111,186,0.9925188241725008
50,102,0.9923501336973799
82,134,0.992331276902407
31,193,0.992238126084126
58,217,0.9922371689291651
8,80,0.9922370264720481
65,74,0.9920787672943482
83,103,0.9920751636925386
102,160,0.9918103051656433
48,193,0.9918048609392871
9,11,0.9917784647841987
22,157,0.9916709080645583
157,186,0.9916701686619791
27,42,0.991535306779958
8,9,0.9915281065967557
20,80,0.9913640138888912
102,103,0.9912857620349256
23,42,0.9911964639397309
189,214,0.9911435525957686
34,76,0.9910594558704847
29,30,0.9910528319993015
76,102,0.9910046327694306
27,79,0.9909488247974718
9,15,0.9909157491981945
14,83,0.9909056045555751
23,79,0.9905989162434972
85,86,0.9905596051469555
12,66,0.9905253708764512
87,111,0.9904473709907906
24,87,0.9904468868755736
87,119,0.9904435193995825
29,67,0.9903112728653699
76,96,0.9902464796233597
34,247,0.9902095555856343
20,21,0.9901565727818482
23,37,0.9901269805270068
27,37,0.990098442012075
66,82,0.9899851384197539
29,134,0.9898674390769776
34,50,0.9897449505132396
130,153,0.989714935635775
81,234,0.9897138669734528
89,217,0.9896148724137905
83,112,0.9895448359743564
116,175,0.9895376413797293
67,102,0.9895214564634202
34,83,0.9894675576219217
21,80,0.9893685427939021
34,66,0.9893207229378679
82,247,0.9892941855662816
9,21,0.9892728593316819
26,38,0.9892439350376039
14,103,0.9892375618138449
12,247,0.9892087502303536
9,20,0.9892021645928106
67,103,0.9890767686774934
85,111,0.9890679541646549
24,85,0.9890678969814919
85,119,0.9890657770885818
62,86,0.9890561129203853
91,120,0.9890109974501651
12,30,0.9889845553262594
24,79,0.9889431864883386
79,111,0.9889427928882915
79,119,0.9889423812474684
66,217,0.9889096626333722
73,78,0.988870679976963
45,67,0.9888613575824188
37,62,0.9888296739624137
32,104,0.9887974152306137
29,247,0.9887765446220139
66,112,0.9886130294851766
30,82,0.988532504823338
44,76,0.9885174614156197
12,29,0.9885151494159365
50,76,0.9884144429801444
24,42,0.9882747469094181
42,119,0.9882743445966722
42,111,0.9882742155754952
77,102,0.9882263807733082
14,89,0.9881924292262683
48,244,0.9881862368075452
30,103,0.988131169315939
202,248,0.988080573303056
14,29,0.9880685606630439
29,82,0.9880530439555428
29,102,0.9879104156510367
59,175,0.9879065481294378
28,86,0.9878937525807755
14,30,0.987889268106177
38,67,0.9878121802507213
15,80,0.9877622738651596
28,42,0.9877587699892171
28,79,0.98763111896353
105,112,0.9875158445035163
26,83,0.9873757919191107
17,45,0.9873381124274189
13,247,0.9872631429535644
14,58,0.9872529249008637
15,21,0.9871197365881068
50,67,0.9868602700488742
50,103,0.9868394208609689
32,98,0.9868099098813796
126,158,0.9867466128091532
45,102,0.9866114203097514
96,234,0.9864753519408345
48,226,0.9863511295009065
69,178,0.9860285197294998
26,247,0.9859529226777458
10,15,0.9856900728253706
44,96,0.9856860173056838
37,86,0.9856549806686706
45,234,0.9856319947949618
103,134,0.9856019226448114
12,112,0.9853735568001428
89,142,0.9853243473411977
30,34,0.9851786810139902
38,76,0.9851411401815604
26,30,0.9851393771462662
76,77,0.9850595467207364
82,112,0.9850108605337059
30,112,0.9850082439074767
8,15,0.9849705922017921
48,177,0.9849252867655764
29,76,0.9848836541445574
112,134,0.9848576961124605
29,112,0.9847909054874782
19,20,0.9847900323699971
138,202,0.9845532735092339
11,15,0.9845488139073143
103,247,0.9844833504523927
76,103,0.984333956655301
34,77,0.9842070818482623
29,50,0.9841430374702195
44,234,0.9841113795575138
34,134,0.9840505410481476
72,85,0.9840405573895271
48,53,0.9840306479610642
103,217,0.9840094344730236
45,50,0.983848396998993
69,70,0.9837622994718096
28,186,0.9836248128366408
22,28,0.9836245647634702
96,247,0.9836101661327958
83,217,0.9834891178793529
22,87,0.9833826035397782
87,186,0.983379487364841
89,148,0.9831758626722594
85,157,0.9831498910056135
222,235,0.9831389048455811
9,16,0.9831136073483523
79,157,0.983026399116122
67,96,0.9830075711707813
27,28,0.982839244168531
12,34,0.982797392925837
172,239,0.9827837185441831
26,66,0.9827293704281669
45,247,0.9826748732168133
23,28,0.9825714294997699
67,77,0.9825604991589998
58,89,0.9825198577785642
44,102,0.9825110459248391
29,38,0.982383657745226
42,157,0.9823621033933719
34,82,0.9823427363695264
35,147,0.9823088739240636
14,34,0.9820593589303186
47,104,0.9820164893391655
45,77,0.9819520228933973
36,104,0.9819368212325156
12,103,0.9818184058574334
13,134,0.9817420610616168
14,134,0.9817302975916405
15,16,0.9816794068984214
22,85,0.9816711414419854
85,186,0.9816690400296286
34,38,0.9816291152782313
22,79,0.9815477383357981
79,186,0.981546703742844
43,145,0.9814004380697708
101,112,0.9813810749290833
36,48,0.9813102146407415
29,217,0.9812935982769777
83,247,0.9812652773025998
82,103,0.9812308467629632
57,217,0.9812163348899321
134,247,0.9811852079927452
103,112,0.9811505762672061
26,29,0.9811505057720752
47,48,0.9810432840971365
53,104,0.9810209647897482
30,217,0.980983929812976
38,122,0.9809565410135894
22,42,0.9808844121583845
42,186,0.980883704778164
31,244,0.9808761629171114
42,62,0.9808612164677811
13,83,0.9807911098522931
77,103,0.9806633815203506
71,106,0.9805800963287891
28,85,0.9804932333059827
104,177,0.9804466076020533
109,204,0.9802108581275872
91,121,0.9801938121590524
38,134,0.9801877047481862
140,148,0.9801141314743611
67,134,0.9800356031525922
37,42,0.9799979728376893
62,79,0.9799865613219747
38,83,0.9798796580509327
86,111,0.9798320509319
24,86,0.9798319656313642
86,119,0.9798297819916726
16,80,0.9797905624251256
85,87,0.9796196519488987
27,85,0.9795987909901096
79,87,0.9794952786493036
53,65,0.97947386425482
26,67,0.979445258591868
65,177,0.9794413276205867
76,160,0.9794206173787504
102,247,0.9794149364772217
37,79,0.979358718945342
23,85,0.9791481777255288
65,226,0.9790857831369727
31,226,0.9790554540173099
104,226,0.9790550819323687
36,65,0.9790521170960862
34,45,0.9790505721504241
12,105,0.9790149447939257
47,65,0.9790067330061872
118,224,0.9790004622367975
12,67,0.9789814408664712
34,112,0.9789813095086585
82,105,0.9789624012511374
44,50,0.9789255611819088
14,112,0.9789246751352182
50,160,0.9789074761868761
42,87,0.9788329635536263
67,82,0.9788277345978402
34,160,0.9787069202027944
70,178,0.9786488254773099
139,145,0.9785754319338229
57,58,0.9785708336844801
26,112,0.9785609466310409
109,187,0.9783278179864183
50,247,0.9780743129105792
122,247,0.9780527469161121
44,77,0.9779776199527055
44,67,0.9779595846006941
40,145,0.9779239727249749
81,96,0.9778654531359849
29,77,0.977783025827648
77,151,0.9777141167789645
31,177,0.9776422201368526
108,224,0.9776048018304136
66,89,0.9775972982373473
67,83,0.977551114464736
51,69,0.9774227229714219
98,104,0.977411882287443
14,57,0.9773141825766924
76,234,0.9772920509620131
38,96,0.9771659432563378
81,160,0.9771049724772319
66,142,0.9770315145600391
71,94,0.976938690276697
21,25,0.9769315709318317
67,160,0.9767594458615049
31,53,0.9767504177726251
45,160,0.976742612358036
83,142,0.976589088299958
66,247,0.9765445830086102
71,212,0.9764432164468823
45,151,0.9764381637250366
153,167,0.9763925692812022
49,156,0.9762695611584615
59,116,0.9760330299587892
30,247,0.9759905831467716
44,151,0.9759835306849283
10,11,0.9759007473127185
17,234,0.9758834325727892
76,81,0.9758394702534879
10,20,0.9757622982423643
105,122,0.9757602382191967
65,244,0.9755781541869447
38,103,0.9755700792852151
26,34,0.9755011505860812
8,10,0.9754905367064195
50,151,0.9754218472229979
112,115,0.9753500685878703
193,244,0.9753147285167864
103,160,0.9752885368693779
34,217,0.9752671259722918
77,160,0.9752534050895021
140,142,0.9750714966060869
185,207,0.9750336482766958
66,67,0.9748855528129028
83,105,0.9748576512687835
113,145,0.974824876629143
30,67,0.9747566606137625
72,86,0.9746285681608001
27,72,0.9745914815501381
13,122,0.974569693525729
23,72,0.9744831855925162
138,248,0.9744589371146568
52,202,0.9743931380601377
13,30,0.9743887208991063
15,25,0.9743718197503702
31,36,0.974046000249481
28,62,0.9740157759346416
81,247,0.9740092554086067
86,157,0.9739691920606749
26,105,0.9739071418891548
13,105,0.9738582030529692
13,66,0.9738425510733711
26,103,0.9738100095281795
31,47,0.9737863618907517
30,38,0.9736979494794413
13,29,0.9736774747305332
38,66,0.9736250624701774
143,224,0.9735301442080684
193,226,0.9735047577091641
160,234,0.9734280863798904
44,160,0.9733891683300071
45,81,0.973371997780274
77,247,0.9733594704387419
187,204,0.9733173773897309
52,138,0.9731677544237752
101,105,0.9730324654160636
134,217,0.9729302690692667
69,117,0.9728969534994523
13,112,0.9728914455034464
89,103,0.9728481771251875
28,157,0.9727205988427962
17,76,0.9726766103823733
105,134,0.9726542194584599
112,247,0.9725452070388119
30,142,0.9725422365651967
22,86,0.9725042572913394
86,186,0.9725021077117388
29,142,0.9724402651026226
104,244,0.9724262731812281
170,207,0.9723621996604893
100,152,0.97223925041088
10,21,0.9722261986641356
28,119,0.9721305948722523
24,28,0.9721297005128077
28,111,0.9721287354117488
39,145,0.9721280289640957
177,193,0.9721005755227443
29,160,0.9720646612960074
83,89,0.9720021240332795
15,20,0.9719796673813849
117,189,0.9719310717731714
112,122,0.9718540070859215
87,198,0.9717971037351747
38,112,0.9717326242886933
14,142,0.9716782799083861
42,72,0.9716118652721518
17,96,0.9714884656018097
57,89,0.9714523588267436
13,67,0.9714448251147102
76,151,0.9714410547796631
12,14,0.971382396129915
66,105,0.9713404037668388
176,209,0.9712686573974296
72,79,0.971219051323449
53,193,0.9712119236399672
38,105,0.9710479790211844
112,217,0.9710227134194496
67,81,0.971009659996093
17,102,0.9707646230040398
121,187,0.9707545697758719
134,142,0.9706974832729929
18,165,0.9706110160612748
41,165,0.9705910045059232
168,222,0.9705417243322106
129,174,0.9705363027086955
86,87,0.9704720027455697
14,82,0.9704534759520492
38,45,0.9704107293924822
12,76,0.9703130691629057
66,102,0.9703010355295806
76,82,0.9702147126111417
103,142,0.9702067896786152
30,102,0.9700934557896399
146,153,0.9700312122527446
45,103,0.9699520228749677
136,215,0.9699508983765348
29,89,0.9699276827564481
98,163,0.9698217282265303
62,72,0.9698179671899392
73,114,0.9697873754434772
32,244,0.9696725490657252
30,89,0.9696050275335614
38,81,0.9695794257921193
135,222,0.9695790758646485
30,105,0.9695658820612902
168,235,0.9694773077755708
61,88,0.9694384473244861
83,102,0.9693492743593356
82,122,0.9691762141361324
8,25,0.969175381942977
101,147,0.9691407632583312
29,105,0.9691380828353214
52,214,0.9691107123995022
58,66,0.9689423405959469
130,167,0.9689228908963315
29,45,0.968839432790383
12,122,0.9687642308139012
20,61,0.9687396122648618
17,151,0.9687135386356328
63,198,0.9686865915459877
101,115,0.9686142257379814
36,193,0.9685207691259496
101,122,0.9684234090203891
47,193,0.9682652829116647
30,57,0.9682640465277981
105,247,0.968170531880015
13,34,0.9681585643508623
12,142,0.968138739970511
67,112,0.9681161835849187
33,93,0.9679360278554695
11,25,0.9678916351950759
32,226,0.9678731920285719
34,44,0.9677170494155857
19,88,0.9677156103697939
118,143,0.9676299422666621
82,142,0.9676211188395076
37,85,0.9675983972648856
76,83,0.9674453118985784
157,198,0.9673671404488211
170,199,0.9672822311215575
35,112,0.9670891115261043
67,122,0.9670036129834841
30,115,0.9669106395038134
160,247,0.9669039001630149
151,160,0.9667246746280462
44,247,0.96665764127719
34,142,0.9666525903429968
96,151,0.9666290987532383
14,102,0.9665747457257045
50,66,0.9665423610732596
17,77,0.9664781339144599
32,177,0.966477491345829
96,102,0.9663818724739871
17,50,0.9663334117280482
26,122,0.966212701084273
50,83,0.9661924127486421
76,122,0.9661421053958643
62,85,0.966071512761268
112,142,0.9660244183761474
81,102,0.9660114536484528
67,234,0.9659413379295964
102,234,0.9659003288181675
73,226,0.9658332719369046
50,96,0.96580730014653
30,168,0.9658056203063067
142,217,0.9658020977797687
32,53,0.9655933228869202
73,177,0.9653139563334138
52,189,0.9652965768811974
58,103,0.9652533730322327
102,134,0.9651583423245602
38,102,0.9651069072198358
11,19,0.9651046936352166
26,76,0.9650008016334911
73,244,0.9649869510928274
53,73,0.9648977763878909
76,134,0.9648908532788302
38,50,0.9648106011366491
55,69,0.9647398398852572
102,151,0.9647037800466014
8,19,0.9646978875283009
96,122,0.9645806645249615
35,115,0.9645124643867056
37,72,0.9644035807454525
77,96,0.9643708175532416
66,76,0.9643493304920918
55,178,0.9641120165201463
13,76,0.9641100534799295
13,103,0.9640575862495104
48,65,0.9640532594670855
204,224,0.9639976341897498
34,89,0.963962467477639
34,96,0.9638284925071621
121,204,0.9637644036202928
91,109,0.9637406858260038
34,105,0.9635179255890046
36,73,0.9633678137746982
28,87,0.9632734398269421
56,93,0.9632354785288387
47,73,0.9632109760468169
67,151,0.9631987006022152
103,105,0.9629582997598825
32,36,0.9629170224155671
44,81,0.9627288311330214
32,47,0.9626639386141428
19,80,0.9626454949058767
17,160,0.9626060318762037
95,137,0.9624119737411417
30,76,0.9623175204333105
120,187,0.962285223945508
30,50,0.9621593304522378
28,72,0.9620052662417775
30,160,0.9618727003243478
234,247,0.9618579396883392
151,234,0.9617696392583394
14,26,0.9615835424963383
19,21,0.9614707886143803
102,217,0.9614696629126094
185,199,0.9614628555196416
57,66,0.9614266052434812
63,128,0.961362447504796
89,134,0.9613499709985749
52,248,0.9610644431186649
14,50,0.9609777642706472
48,104,0.960938380431071
58,83,0.9608740459773457
117,214,0.9608560287065108
17,67,0.960835044456023
65,104,0.9607696220678065
101,124,0.9605767858330397
26,142,0.9605750464720331
9,19,0.9605437443303777
50,134,0.9604431466886043
27,119,0.9600851481988947
24,27,0.9600849794238435
27,111,0.9600842713235235
14,67,0.959923749633285
29,58,0.9598348148874324
38,77,0.9596384211697861
89,112,0.9595975946519553
23,111,0.9593601930023642
23,24,0.9593601601947305
23,119,0.9593581700418411
105,142,0.9593287873283994
12,102,0.959324963094901
30,58,0.9593073576152598
66,148,0.9592052277031788
12,217,0.9591450274586304
174,224,0.9590261675767324
67,105,0.9588772377676258
82,102,0.9587511649295731
102,112,0.9586729443589509
66,77,0.9585411491208509
77,83,0.9583686753245061
96,160,0.958347839967461
99,172,0.9583440338476542
61,229,0.9583355747520113
76,112,0.9582742918854117
32,48,0.9582180221797695
118,204,0.9581560447172419
34,81,0.9581319840952702
12,50,0.9581066904584103
108,173,0.9580836652573019
44,103,0.9580571364672725
82,217,0.9580405900938764
105,115,0.9577856391645144
14,148,0.9577073264098916
115,134,0.9576564569596043
50,82,0.9576049351825194
83,148,0.9575579136132575
66,115,0.9575521585393991
57,103,0.9574688269782292
12,222,0.9570478921136223
31,65,0.9569221827717523
82,222,0.9568876851886435
37,186,0.9568534006700403
22,37,0.95685199995571
34,122,0.956846006421991
50,234,0.9568246067324535
134,168,0.9567036478539188
35,124,0.9564239894004394
29,122,0.9563549188314268
57,115,0.9563536508433594
77,234,0.9563434815081756
51,189,0.9562609917026499
14,115,0.9559959167776243
83,222,0.9559371568231594
83,115,0.9559266074989049
50,112,0.9557708684907393
30,148,0.9557189175975281
14,247,0.9552068862343478
50,217,0.9550436002273163
91,110,0.95483075931214
50,81,0.9547362067967462
151,247,0.9546434562315792
81,122,0.9546088094207097
34,151,0.954547388631237
142,247,0.9545380892605893
29,44,0.9543996121008813
27,157,0.9543411905919491
30,77,0.9543111172917513
29,96,0.9541922614942473
57,83,0.954157996456912
14,235,0.9540960651071914
53,74,0.9540011685295061
74,177,0.953991789731556
29,148,0.9539734590630818
45,122,0.9538947338197915
34,58,0.9538371572576874
31,104,0.9538300334433885
51,178,0.9538291695973434
14,105,0.9537671133437422
35,105,0.9537263072538922
95,173,0.9537177192097215
74,226,0.9537000384309708
122,134,0.9536664364212037
148,217,0.9536602833927704
23,157,0.9536199317507184
160,168,0.9536111687190693
11,16,0.9535929827739809
48,73,0.9535868151304047
50,105,0.9535412040413369
36,74,0.9535285696083282
47,74,0.9534712782697354
66,222,0.9534166760646052
8,16,0.9534158361967042
118,174,0.9532138902248906
103,148,0.9529947536220081
134,222,0.9529086462386094
22,27,0.9529056077643925
27,186,0.952905374657608
29,57,0.9528296347221211
77,134,0.9528258590230266
202,214,0.9528075365010236
143,204,0.9528030329294882
134,160,0.9527682947004703
67,142,0.9527514029903059
217,235,0.9527475633625906
38,160,0.9526699263180075
66,160,0.9525690988144965
14,77,0.952485513137259
13,96,0.9523852882241216
29,115,0.9523409172034838
22,23,0.952185593139323
23,186,0.95218360845487
83,122,0.9521560238230514
83,160,0.9521526752630934
77,81,0.9521069340419709
13,142,0.9520775571816842
115,217,0.9519262734629631
38,142,0.9518090506160941
57,168,0.9517916692032165
29,81,0.9517312530345895
16,21,0.9515371889510019
26,102,0.9515012866697268
65,193,0.9514968032351331
26,222,0.9514668013618148
134,148,0.951462913574386
103,115,0.9513445825052449
129,238,0.9512967506687412
96,103,0.951261552166986
141,218,0.9511737370408175
31,32,0.9511309146479212
72,127,0.951043857624508
30,222,0.9510374694113362
27,87,0.9509121519327869
12,77,0.9508984201237367
38,234,0.9507760215266369
29,222,0.9506980154138132
110,120,0.9506954428832176
26,50,0.9506778237419977
13,81,0.9506148820144901
89,102,0.9505613665557122
74,244,0.9504408737286115
77,82,0.95042128295075
16,20,0.9504001005396454
77,105,0.9503672625159976
76,105,0.9502255226690023
23,87,0.950195660610401
66,168,0.9501791846426133
38,44,0.9499475506913585
39,163,0.9498495474552199
66,235,0.9497714377217373
83,168,0.949727324414603
67,217,0.9496556138171252
13,222,0.9494336420833039
57,134,0.9494308691139359
117,178,0.9494125579093589
103,122,0.9489474217224916
120,204,0.9489214726461845
9,25,0.9485831869220865
26,217,0.9484588358834164
104,193,0.9484220284726581
81,82,0.948383249602194
34,148,0.9482502513368817
81,103,0.9482478194131075
97,108,0.9481321162965088
14,76,0.9481302412793341
12,81,0.9481155406690044
34,234,0.9481144385285069
77,112,0.9480936863674571
95,97,0.9480210861881281
17,34,0.9480101957328045
58,134,0.9479875034440677
51,214,0.9479836694903261
102,142,0.9479803281810762
130,146,0.9479335132331708
143,174,0.9478877651680954
82,96,0.9478369779263487
58,112,0.9476818521448067
14,38,0.9475659212360461
10,19,0.9474916653402065
12,96,0.9474668528759466
14,160,0.9473032926368142
38,222,0.9472793255979955
12,89,0.9471958994962865
62,127,0.9471915326557017
12,45,0.9471699398879302
45,82,0.94709670672769
24,72,0.9470438682079532
72,111,0.947043404843466
72,119,0.9470433491285696
37,157,0.947033888554097
34,57,0.9469033676577173
37,119,0.9468761397874883
24,37,0.9468738484846669
37,111,0.9468724213981738
27,133,0.9468391981776545
23,133,0.9467714846816394
112,148,0.9467529480279272
26,96,0.9467294451205017
138,214,0.9466793267641583
30,81,0.9466780639610678
112,222,0.9466745445984139
81,151,0.9466472695789168
34,115,0.9466283296154095
31,73,0.9465326777226044
77,217,0.9463570373692314
83,235,0.9462644036581744
58,142,0.94607918029199
82,89,0.9460763149423189
56,63,0.9460090876105934
32,65,0.9459924925427649
103,151,0.9459490455589403
13,135,0.9459150610199074
222,247,0.945770324281683
32,193,0.9457387756198996
30,122,0.9457329352218432
86,133,0.9457259273322732
29,168,0.9457008019257731
13,14,0.9456285545944412
103,222,0.945565902613344
50,58,0.945531951323176
112,124,0.945522491946278
12,148,0.9454084723382403
51,52,0.9452620866654695
57,102,0.9452620629676819
65,73,0.9452031562930119
91,159,0.9451573662352958
34,222,0.9451496708597131
14,168,0.9450445786885608
26,81,0.9448876836981558
25,80,0.944851679468678
66,122,0.9447710152362433
82,148,0.9447587146424519
189,202,0.944724290381691
88,146,0.9444580943556979
110,121,0.9444349859737043
17,81,0.9443997647577577
103,235,0.9443791821772425
73,104,0.9443775806512474
50,142,0.9443563455251548
115,168,0.9442103930950408
126,129,0.9441684756042428
57,160,0.9441026587141116
50,89,0.944079485237526
12,160,0.9439619106612096
12,115,0.9438619561279175
81,134,0.9438506105905774
15,19,0.9438214310867771
154,230,0.9438008179590982
63,93,0.9437862806977402
45,83,0.9437538799972219
26,77,0.9436376446456758
29,151,0.9435910963655859
103,168,0.9435510757337335
29,235,0.9434713021848968
83,101,0.9434624768800628
